"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"478213490331901953","","","2014-06-15 16:32:35 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","#NSA, #Fokushima, #Arbeitsplatz ...

Globales Pattern:
""Im ersten Schritt lieber vertuschen und abstreiten als... http://t.co/XnOL6iikth","","","","http://fb.me/6YxTSz2rr"
"478204578161520640","","","2014-06-15 15:57:10 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Hypothese: Jeder will Gutes tun und helfen, bis er merkt wieviel Aufwand/Kosten es bedeuten würde-&gt;Resignation-&gt;Ignoranz-&gt;Teil des Problems.","","","",""
"478199801444843520","","","2014-06-15 15:38:11 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Unglaubliches Vorhaben: 19-Jähriger will die Meere vom Müll befreien http://t.co/ydhdZFjaNq","","","","http://fb.me/6TqSxZda5"
"478161423013801984","","","2014-06-15 13:05:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @AnonyOps: BREAKING: A third of the CIA budget went to propaganda. http://t.co/Ulm8I8se4o http://t.co/ZNYfrH4kRN http://t.co/afogC8Og4S …","478160655607169024","225235528","2014-06-15 13:02:38 +0000","http://owl.li/y2gVj,http://owl.li/y2gTR,http://owl.li/y2gUL,http://owl.li/y2gVj,http://owl.li/y2gTR,http://owl.li/y2gUL"
"478161298212282368","","","2014-06-15 13:05:11 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/k9muwqMiil... http://t.co/0PpwIqYLqg","","","","http://www.nytimes.com/2014/06/15/opinion/sunday/chelsea-manning-the-us-militarys-campaign-against-media-freedom.h,http://fb.me/2TPsxJJ73"
"478161242952327168","","","2014-06-15 13:04:58 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Wieviele das wohl in der Schweiz sind?... http://t.co/kxmbm8JF39","","","","http://fb.me/7u6fIoVTs"
"478141559087857665","478055976768397312","40662631","2014-06-15 11:46:45 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ppsde Apropos #Giroud ich mach mir keine Illusionen, Machtmittel werden immer missbraucht, das liegt in der Natur der Sache, z.B. Watergate","","","",""
"478123015272951808","","","2014-06-15 10:33:04 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Vor einem Jahr ""Dafür bin ich als Bundeskanzlerin verantwortlich"" -- aber mittlerweile erweitern sie die... http://t.co/eYH3Rde858","","","","http://fb.me/6BChWNBAl"
"478121181347074048","","","2014-06-15 10:25:47 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Hypothese: Den Fehler in einem Projekt auf sich zu nehmen, selbst wenn man nur eine Teilschuld hat, ist... http://t.co/QzcmnDF4zt","","","","http://fb.me/6RbIANt97"
"477952872001581056","","","2014-06-14 23:16:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ich werde das KOBIK mit unbequemer Wahrheit nerven und herausfinden ob sie irgendwann ihre Macht missbrauchen werden mir was anzuhängen.","","","",""
"477927988617838592","","","2014-06-14 21:38:06 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Kreative Phase mit neuem Spielzeug: 
http://t.co/HAfmrFfzfa... http://t.co/rbkH2i1J1U","","","","http://www.brack.ch/novation-launchkey-49-268316,http://fb.me/1UjFjkIiQ"
"477546944597078017","429723602011709440","300113743","2014-06-13 20:23:58 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@_TheTerminator_ and do you pass the touring test?","","","",""
"477546474243637248","","","2014-06-13 20:22:06 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Nice!!! 
https://t.co/Pzw7xZStrd http://t.co/JXUS80XaWX","","","","https://www.youtube.com/watch?v=UIFyAOD_E3E,http://fb.me/3sPYYmFHA"
"477546235675815936","","","2014-06-13 20:21:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @freeapophis: Und noch einer Star Trek Technologie: ein Spektrometer in der Grösse eines USB Stick: https://t.co/0VLBnauBQZ - #Tricorder","477542188390547458","53536235","2014-06-13 20:05:04 +0000","https://www.youtube.com/watch?v=UIFyAOD_E3E,https://www.youtube.com/watch?v=UIFyAOD_E3E"
"477490078370234368","","","2014-06-13 16:38:00 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Wenn sogar das Oberste Gericht in den USA heimlich Zeugs ändert, kann man wohl davon ausgehen, dass Richter... http://t.co/d6tcBvXoeV","","","","http://fb.me/1nDFeK60K"
"477120611467026432","","","2014-06-12 16:09:52 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Warum wird in den SF Nachrichten eigentlich nicht erwähnt, dass da ein Geheimdienstmitarbeiter involviert ist?... http://t.co/phuYYXAVV6","","","","http://fb.me/32vmfI98m"
"477097872404389891","","","2014-06-12 14:39:31 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","https://t.co/NaWlYEuoo8 http://t.co/JHF10Ob724","","","","https://www.youtube.com/watch?v=eSuB12qJWZA,http://fb.me/6N6p2lq9M"
"476768298701295616","","","2014-06-11 16:49:55 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/Q7uGFwnbth","","","","http://fb.me/18qpHk9km"
"476761076361490434","","","2014-06-11 16:21:13 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Herzliches Beileid allen die eine zweite Sozialisation gewonnen haben. :)","","","",""
"476371213179453441","","","2014-06-10 14:32:02 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Das wäre was für Jan Odermatt http://t.co/ICUaX7nnY8","","","","http://fb.me/6QMUQYMJZ"
"476370206366130176","","","2014-06-10 14:28:02 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Touringtest bei 33% der Probanden bestanden: http://t.co/ZWXf6JKxiw http://t.co/sKADfGEDIM","","","","http://www.zeit.de/wissen/2014-06/kuenstliche-intelligenz-turing-test,http://fb.me/6uZ9FxlaB"
"475989563404718080","","","2014-06-09 13:15:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @nblr: What sick mind could come up with such a concept: spikes against homeless people http://t.co/Xn80Y1aPJX https://t.co/Fcdp2CmJMi o…","475717263195373568","174052946","2014-06-08 19:13:28 +0000","https://twitter.com/TheresaMay_MP/status/475709139390595072,http://twitter.com/TheresaMay_MP/status/475709139390595072/photo/1,http://twitter.com/TheresaMay_MP/status/475709139390595072/photo/1,https://twitter.com/TheresaMay_MP/status/475709139390595072,http://twitter.com/TheresaMay_MP/status/475709139390595072/photo/1,http://twitter.com/TheresaMay_MP/status/475709139390595072/photo/1"
"475615741153406976","","","2014-06-08 12:30:03 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Apropos Global Strategic Surveillance System: http://t.co/S31TPrkDS9","","","","http://fb.me/428zjd0Mf"
"475614538654838784","","","2014-06-08 12:25:17 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/pA4tbWjJfc http://t.co/xcvqJRux4U","","","","http://www.cjube.com/sciences/articles/ted-ray-kurzweil-get-ready-for-hybrid-thinking.html,http://fb.me/1Tn6IJupt"
"475249706130767872","","","2014-06-07 12:15:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Frage: korrelieren Soziale Ignoranz mit Reichtum?","","","",""
"475248271829790720","","","2014-06-07 12:09:52 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Es gibt zwei Arten ein Problem zu betrachten:
1. Als Kausalkette die beim zweiten mal verhindert werden kann
2. Einen Sündenbock finden","","","",""
"474997447702609920","","","2014-06-06 19:33:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Erkenntnis von heute: Schizophrene haben keine Rechte und die Gruppe ist immer geschlossen gegen den Schizophrenen.","","","",""
"474676411522097152","","","2014-06-05 22:17:30 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Kreative Phase: https://t.co/WInEjZ37sn http://t.co/9Z5XHYde9R","","","","https://soundcloud.com/landev/delay,http://fb.me/30oVNNlgT"
"474235148012359680","","","2014-06-04 17:04:04 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Hypothese: Die Menschen mötzeln über die Fehltritte der Kirche und merken nicht, dass sie im Arbeitsleben die... http://t.co/Xq6pznP5CC","","","","http://fb.me/3aDyVLCoy"
"474196103081246720","474193248391811072","202985146","2014-06-04 14:28:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@tagesanzeiger @KilianBrogli Es wäre ja recht einfach: SQL: ""delete * from table Personen where alter &lt; 18;""","","","",""
"474193228754087936","","","2014-06-04 14:17:30 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Ein Design das funktionieren könnte: http://t.co/8tPRtNhfQ2 #darknet http://t.co/mG4ZrhXTZl","","","","http://en.wikipedia.org/wiki/MaidSafe,http://fb.me/2AYf9uGqI"
"474149890332045312","474110082985500672","1149368594","2014-06-04 11:25:17 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@KilianBrogli und wer Skills hätte wird wegen Hacking verhaftet, so wie Snowden wenn er zurück gehen würde.","","","",""
"474148858558418944","474110082985500672","1149368594","2014-06-04 11:21:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@KilianBrogli Da fehlen Skills. Ein Gesetz oder Expertenkommision hält den NSA... nicht auf. Und Hackingausbildung der FH's ist für'n Ar***.","","","",""
"474146313698029568","474108867190980608","40662631","2014-06-04 11:11:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ppsde Hacker die sich der Hackerethik mehr verpflichtet fühlen als den möglicherweise totalitären auftraggebern: http://t.co/XsBw9NFeuT","","","","http://www.spiegel.de/netzwelt/web/snowden-enthuellungen-staatsversagen-beim-schutz-der-buerger-a-973272.html"
"474145257526157313","","","2014-06-04 11:06:53 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Automatisierte Computeralgorithmen, im schlimmsten Fall landet man ""aus Versehen"" auf einer Liste von Al-Quaida... http://t.co/EIcAlMN7Wu","","","","http://fb.me/38h1Pw0Hs"
"474142551424122880","","","2014-06-04 10:56:08 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/XsBw9NFeuT http://t.co/5DH3lbFYRw","","","","http://www.spiegel.de/netzwelt/web/snowden-enthuellungen-staatsversagen-beim-schutz-der-buerger-a-973272.html,http://fb.me/6KJw8nIf6"
"473977355925327873","","","2014-06-03 23:59:42 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Weiss grad jemand ob so ein Design Sicher ist? Und ob wir so das Problem von Totalitärem Zeugs wie der NSA... http://t.co/EHwRKUEP2b","","","","http://fb.me/16xx3l3cl"
"473844217262120961","","","2014-06-03 15:10:39 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/Nj0LPcbbPx","","","","http://fb.me/2SXcgTzek"
"473839358051885056","","","2014-06-03 14:51:21 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","https://t.co/WmALjrCA0w http://t.co/lKLzSuCVis","","","","https://www.youtube.com/watch?v=aLO2Auq8fhg,http://fb.me/2ehyiIv7s"
"473838353612550144","","","2014-06-03 14:47:21 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Hypothese: einen Idealisten bricht man in dem man seinen Dogmenraum mit einer Untat zerstört, danach ist er empfänglich für Suggestionen.","","","",""
"473825389190840320","","","2014-06-03 13:55:50 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Ich habe ein neues Foto auf Facebook gepostet http://t.co/RH2A0ymKnR","","","","http://fb.me/1rhNYY8rn"
"473810347066159104","","","2014-06-03 12:56:04 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Hypothese: In 50 Jahren werden diejenigen welche noch nicht Geld zu ihrem Gott erklärt haben als ""Christianisten"" verfolgt.","","","",""
"473579921751965697","","","2014-06-02 21:40:26 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Ich habe ein neues Foto auf Facebook gepostet http://t.co/7lIalEJmn3","","","","http://fb.me/356xaLRzM"
"473576424448983041","","","2014-06-02 21:26:32 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Hypothese: in Zukunft wird Zynik in Social Media als Terrorakt geahndet und nur lizenzierte Komiker dürfen sich ihr noch bedienen.","","","",""
